Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,econ_themes,hybrid_text,cluster,x,y
29-06-2017,http://www.marketwatch.com/story/gold-stages-a-retreat-as-government-bond-yields-jolt-higher-2017-06-29,Gold ends lower as rise in government bond yields dulls investment interest,0,0,1,0,1,0,negative,"['lower rise', 'dulls', 'investment', 'gold ends', 'government bond yields']",Gold ends lower as rise in government bond yields dulls investment interest lower rise dulls investment gold ends government bond yields,-1,-0.23041609,0.060159758
23-08-2013,https://www.moneycontrol.com/news/business/markets/-1649259.html,gold jewellery exports fall 70% in july,0,0,0,1,1,0,none,"['70', 'july', 'fall', 'gold jewellery', 'exports fall']",gold jewellery exports fall 70% in july 70 july fall gold jewellery exports fall,-1,0.012218997,-0.0007880479
29-04-2011,https://www.moneycontrol.com/news/business/markets/-2104243.html,"silver, gold near lifetime highs, dollar loses ground",0,0,1,1,1,0,negative,"['highs', 'lifetime', 'ground', 'dollar loses', 'silver gold near']","silver, gold near lifetime highs, dollar loses ground highs lifetime ground dollar loses silver gold near",-1,-0.018327266,0.005830027
23-07-2012,http://www.marketwatch.com/story/african-barrick-gold-production-declines-2012-07-23,african barrick gold production declines,0,0,0,0,1,0,none,"['production', 'african', 'declines', 'barrick', 'gold production declines']",african barrick gold production declines production african declines barrick gold production declines,-1,-0.026971638,0.15061788
14-06-2016,https://www.thehindubusinessline.com/markets/gold/gold-futures-down-at-rs-30568-on-weak-global-cues/article8727972.ece,"Gold futures down at Rs 30,568 on weak global cues",0,0,1,0,1,0,negative,"['cues', '30 568', 'rs 30', 'weak global', 'gold futures']","Gold futures down at Rs 30,568 on weak global cues cues 30 568 rs 30 weak global gold futures",22,-0.13555074,-0.31124413
05-05-2004,http://www.marketwatch.com/story/metals-shares-fall-but-gold-futures-edge-up-2004-05-05,"metals shares fall, but gold futures edge up",1,0,0,0,1,0,positive,"['edge', 'fall', 'metals', 'shares fall', 'gold futures']","metals shares fall, but gold futures edge up edge fall metals shares fall gold futures",-1,-0.1751668,-0.3430271
27-06-2008,http://www.marketwatch.com/story/august-gold-ends-up-1620-at-93130-an-ounce-on-nymex-2008-06-27,august gold ends up $16.20 at $931.30 an ounce on nymex,1,0,0,0,1,0,positive,"['16 20 931', 'nymex', 'august', '931 30 ounce', 'gold ends']",august gold ends up $16.20 at $931.30 an ounce on nymex 16 20 931 nymex august 931 30 ounce gold ends,21,0.39942247,0.040613994
29-01-2004,http://www.marketwatch.com/story/gold-futures-fall-under-400-first-time-since-dec-2-2004-01-29,"gold futures fall under $400, first time since dec. 2",0,0,1,0,1,0,negative,"['time', 'dec', 'fall', '400', 'gold futures']","gold futures fall under $400, first time since dec. 2 time dec fall 400 gold futures",-1,0.09591092,-0.443511
03-11-2016,https://economictimes.indiatimes.com/markets/commodities/news/ghana-makes-government-certificate-mandatory-for-exporting-dore-gold/articleshow/55221442.cms,ghana makes government certificate mandatory for exporting dore gold,0,0,0,0,1,0,none,"['makes government', 'exporting', 'ghana', 'dore gold', 'certificate mandatory']",ghana makes government certificate mandatory for exporting dore gold makes government exporting ghana dore gold certificate mandatory,-1,-0.24405336,0.1625404
05-01-2018,http://www.marketwatch.com/story/gold-holds-modest-loss-after-ism-services-data-2018-01-05,gold holds modest loss after ism services data,0,0,1,0,1,0,negative,"['modest', 'services data', 'loss', 'gold holds', 'ism services data']",gold holds modest loss after ism services data modest services data loss gold holds ism services data,-1,-0.16677983,0.11833015
18-08-2016,http://www.marketwatch.com/story/gold-gains-on-hope-the-fed-will-lift-rates-slowly-2016-08-18,gold notches two-week high on expectations fed will lift rates slowly,1,0,0,0,1,0,positive,"['week high expectations', 'fed', 'lift rates', 'rates slowly', 'gold notches']",gold notches two-week high on expectations fed will lift rates slowly week high expectations fed lift rates rates slowly gold notches,-1,-0.15498033,-0.0661937
07-12-2012,https://www.moneycontrol.com/news/business/markets/-1736071.html,gold prices gain in major metros in india,1,0,0,0,1,0,positive,"['major', 'india', 'metros', 'prices gain', 'gold prices']",gold prices gain in major metros in india major india metros prices gain gold prices,13,-0.14003962,0.063981466
03-05-2018,http://www.marketwatch.com/story/gold-futures-mark-first-gain-in-four-sessions-2018-05-03,gold futures mark first gain in four sessions,1,0,0,0,1,0,positive,"['sessions', 'mark', 'gain', 'futures', 'gold futures']",gold futures mark first gain in four sessions sessions mark gain futures gold futures,-1,-0.06335511,-0.41882133
06-11-2007,http://www.marketwatch.com/story/gold-sets-fresh-multi-decade-high-of-8152ounce-up-44-2007-11-06,"gold sets fresh multi-decade high of $815.2/ounce, up $4.4",1,0,0,0,1,0,positive,"['sets fresh multi', 'decade', 'sets', 'gold', 'high 815 ounce']","gold sets fresh multi-decade high of $815.2/ounce, up $4.4 sets fresh multi decade sets gold high 815 ounce",-1,0.26519352,0.08701471
01-12-2011,https://www.moneycontrol.com/news/business/stocks/-1249899.html,Support for MCX Gold Feb at Rs 28800: Kotak Commodity,0,0,0,1,1,0,none,"['feb', '28800', 'kotak', 'commodity', 'support mcx']",Support for MCX Gold Feb at Rs 28800: Kotak Commodity feb 28800 kotak commodity support mcx,-1,-0.14818433,0.01732698
24-04-2014,http://www.marketwatch.com/story/microsoft-ceo-sees-gold-rush-in-the-cloud-2014-04-24,microsoft ceo sees 'gold rush' in the cloud,0,0,0,0,0,1,none,"['sees', 'cloud', 'rush', 'microsoft', 'ceo sees gold']",microsoft ceo sees 'gold rush' in the cloud sees cloud rush microsoft ceo sees gold,-1,-0.24688184,0.13573056
26-01-2017,http://www.marketwatch.com/story/gold-trades-at-multiweek-lows-as-stocks-try-to-push-deeper-into-record-territory-2017-01-26,gold ends at lowest level in over 2 weeks as dollar strengthens,0,0,1,1,1,0,negative,"['strengthens', 'weeks', 'lowest level', 'dollar', 'gold ends']",gold ends at lowest level in over 2 weeks as dollar strengthens strengthens weeks lowest level dollar gold ends,-1,0.07289149,-0.004169047
07-04-2016,https://economictimes.indiatimes.com/markets/commodities/gold-silver-bounce-on-global-cues-jewellers-buying/articleshow/51729892.cms,"gold, silver bounce on global cues, jewellers buying",1,0,0,1,1,0,positive,"['global', 'bounce', 'cues', 'gold silver', 'jewellers buying']","gold, silver bounce on global cues, jewellers buying global bounce cues gold silver jewellers buying",-1,-0.1567762,0.16891336
16-12-2013,http://www.marketwatch.com/story/gold-inches-higher-ahead-of-fed-meeting-2013-12-16,gold scores gain for second session in a row,1,0,0,0,1,0,positive,"['row', 'second', 'gold', 'scores gain', 'gain second session']",gold scores gain for second session in a row row second gold scores gain gain second session,-1,-0.07190647,0.08827027
20-02-2015,https://www.thehindubusinessline.com/markets/commodities/jewellers-want-gold-import-duty-cut-to-2/article6917217.ece,Jewellers want gold import duty cut to 2%,0,0,0,0,1,0,none,"['want', 'cut', 'gold', 'jewellers', 'import duty']",Jewellers want gold import duty cut to 2% want cut gold jewellers import duty,-1,-0.037804894,0.060150973
13-09-2013,https://economictimes.indiatimes.com/markets/commodities/gold-heads-for-worst-week-in-2-months-on-syria-fed/articleshow/22537802.cms,"gold heads for worst week in 2 months on syria, fed",0,0,1,0,1,0,negative,"['worst', 'week months', 'heads', 'gold', 'syria fed']","gold heads for worst week in 2 months on syria, fed worst week months heads gold syria fed",-1,-0.100632444,-0.037267588
05-08-2011,https://economictimes.indiatimes.com/markets/commodities/gold-hits-new-high-of-rs-24350-silver-sheds-rs-3100/articleshow/9493458.cms,"gold hits new high of rs 24,350; silver sheds rs 3,100",1,0,0,1,1,0,positive,"['hits new high', 'sheds', 'rs 24 350', 'silver', 'gold hits new']","gold hits new high of rs 24,350; silver sheds rs 3,100 hits new high sheds rs 24 350 silver gold hits new",-1,-0.086388715,0.11075559
01-11-2005,http://www.marketwatch.com/story/dec-gold-falls-410-to-46280oz-in-morning-ny-trade-2005-11-01,dec gold falls $4.10 to $462.80/oz in morning ny trade,0,0,1,0,1,0,negative,"['ny', 'trade', 'falls 10 462', '80 oz morning', 'dec gold']",dec gold falls $4.10 to $462.80/oz in morning ny trade ny trade falls 10 462 80 oz morning dec gold,21,0.40128207,0.047575127
09-12-2016,http://www.marketwatch.com/story/gold-headed-for-weekly-loss-as-market-digs-in-for-expected-fed-rate-hike-2016-12-09,"Gold at 10-month low, down 5 weeks in a row",0,0,1,0,1,0,negative,"['row', 'low', 'weeks', 'gold 10', 'month low weeks']","Gold at 10-month low, down 5 weeks in a row row low weeks gold 10 month low weeks",-1,0.06821847,0.004866883
13-04-2018,https://www.metalsdaily.com/link/278550/abc-refinery-gains-shanghai-gold-exchange-accreditation.htm,abc refinery gains shanghai gold exchange accreditation,0,0,0,0,1,0,none,"['abc', 'gold', 'shanghai', 'refinery gains', 'exchange accreditation']",abc refinery gains shanghai gold exchange accreditation abc gold shanghai refinery gains exchange accreditation,-1,-0.19091135,0.11241058
24-10-2011,https://www.moneycontrol.com/news/business/markets/-2018061.html,Spot Gold rates move up today,1,0,0,0,1,0,positive,"['today', 'spot', 'gold', 'rates', 'gold rates today']",Spot Gold rates move up today today spot gold rates gold rates today,-1,-0.01879213,0.09023697
04-02-2016,"http://www.investing.com/news/commodities-news/gold-jumps-above-$1,150-as-u.s.-dollar-collapses-to-3-month-low-383291","gold jumps above $1,150 as u.s. dollar collapses to 3-month low",1,0,0,1,1,0,positive,"['month', '150', 'jumps', 'gold', 'dollar collapses']","gold jumps above $1,150 as u.s. dollar collapses to 3-month low month 150 jumps gold dollar collapses",-1,0.17159294,0.04649995
07-12-2016,http://www.marketwatch.com/story/gold-snaps-back-to-back-drop-as-dollar-rally-stalls-ahead-of-central-bank-meetings-2016-12-07,Gold futures end higher after back-to-back drop,1,0,0,0,1,0,positive,"['higher', 'end', 'drop', 'futures', 'gold futures']",Gold futures end higher after back-to-back drop higher end drop futures gold futures,-1,-0.105823345,-0.50517416
06-07-2018,https://www.metalsdaily.com/link/280988/natixis-look-for-gold-to-rally-in-september-as-usd-weakens.htm,natixis : look for gold to rally in september as usd weakens,1,0,0,1,1,0,positive,"['september', 'look gold', 'rally', 'natixis look', 'usd weakens']",natixis : look for gold to rally in september as usd weakens september look gold rally natixis look usd weakens,-1,-0.051818654,0.11904752
24-10-2017,https://economictimes.indiatimes.com/markets/commodities/news/silver-steals-the-shine-as-gold-loses-lustre/articleshow/61197914.cms,silver steals the shine as gold loses lustre,0,0,1,1,1,0,negative,"['loses', 'steals', 'lustre', 'silver', 'shine gold']",silver steals the shine as gold loses lustre loses steals lustre silver shine gold,-1,-0.1842002,0.24245587
20-09-2006,http://www.marketwatch.com/story/kinross-gold-agrees-500-million-credit-facility-2006-09-20,kinross gold agrees $500 million credit facility,0,0,0,0,1,0,none,"['agrees', 'facility', '500 million', 'credit', 'kinross']",kinross gold agrees $500 million credit facility agrees facility 500 million credit kinross,-1,0.0012406111,0.11007671
10-10-2017,http://www.marketwatch.com/story/dec-gold-settles-at-129380oz-up-880-or-07-2017-10-10,"Dec. gold settles at $1,293.80/oz, up $8.80, or 0.7%",1,0,0,0,1,0,positive,"['dec', '293', 'settles', '80 oz 80', 'gold']","Dec. gold settles at $1,293.80/oz, up $8.80, or 0.7% dec 293 settles 80 oz 80 gold",21,0.50091016,0.0035445988
08-06-2009,http://www.marketwatch.com/story/gold-ends-at-two-week-low-as-dollar-strengthens-2009-06-08,gold ends at two-week low as dollar continues to strengthen,0,0,1,1,1,0,negative,"['strengthen', 'low', 'week', 'dollar continues', 'gold ends']",gold ends at two-week low as dollar continues to strengthen strengthen low week dollar continues gold ends,-1,0.04631999,-0.00944674
29-08-2016,https://www.moneycontrol.com/news/business/markets/gold-futures-fall-024global-cues-969333.html,gold futures fall 0.24% on global cues,0,0,1,0,1,0,negative,"['24', 'fall', 'global', 'cues', 'gold futures']",gold futures fall 0.24% on global cues 24 fall global cues gold futures,22,-0.06552949,-0.33818746
06-07-2018,https://www.moneycontrol.com/news/business/stocks/gold-prices-to-trade-lower-today-angel-commodities-15-2679051.html,Gold prices to trade lower today: Angel Commodities,0,0,1,0,0,1,negative,"['today', 'lower', 'angel', 'commodities', 'gold prices trade']",Gold prices to trade lower today: Angel Commodities today lower angel commodities gold prices trade,8,-0.062266186,0.108901516
25-06-2012,https://www.moneycontrol.com/news/business/markets/-1374289.html,gold rates: mcx goldguinea july contract declines,0,0,1,0,1,0,negative,"['rates', 'july', 'mcx', 'contract declines', 'goldguinea']",gold rates: mcx goldguinea july contract declines rates july mcx contract declines goldguinea,1,0.009016126,-0.025108345
09-01-2018,https://www.metalsdaily.com/link/275586/india-jewellers-bullion-traders-spar-over-gold-import-duty-.htm,india : jewellers & bullion traders spar over gold import duty,0,0,0,0,1,0,none,"['spar', 'bullion', 'india', 'jewellers', 'import duty']",india : jewellers & bullion traders spar over gold import duty spar bullion india jewellers import duty,-1,-0.25471368,0.061007913
12-03-2013,https://www.moneycontrol.com/news/business/stocks/-1213935.html,gold prices may slip to rs 28745-27850: mangal keshav,0,0,1,0,1,0,negative,"['keshav', '28745 27850', 'mangal', 'prices slip', 'gold prices']",gold prices may slip to rs 28745-27850: mangal keshav keshav 28745 27850 mangal prices slip gold prices,-1,-0.03681463,0.041937537
17-07-2001,http://www.marketwatch.com/story/gold-issues-futures-prices-inch-up,"gold issues, futures prices inch up",1,0,0,0,1,0,positive,"['inch', 'issues', 'gold', 'futures prices', 'issues futures prices']","gold issues, futures prices inch up inch issues gold futures prices issues futures prices",-1,-0.087047465,-0.33321357
20-07-2017,http://www.marketwatch.com/story/august-gold-settles-at-124550oz-up-350-or-03-2017-07-20,"August gold settles at $1,245.50/oz, up $3.50, or 0.3%",1,0,0,0,1,0,positive,"['245 50', 'settles', 'august', 'gold', '50 oz 50']","August gold settles at $1,245.50/oz, up $3.50, or 0.3% 245 50 settles august gold 50 oz 50",21,0.53289783,0.086024605
08-01-2018,http://www.investing.com/news/commodities-news/gold-prices-remain-lower-on-stronger-us-dollar-1075121,Gold Prices Remain Lower on Stronger U.S. Dollar,0,1,1,1,1,0,negative,"['remain', 'lower', 'stronger', 'prices remain', 'gold prices']",Gold Prices Remain Lower on Stronger U.S. Dollar remain lower stronger prices remain gold prices,14,-0.038113177,0.09883733
05-01-2018,http://www.investing.com/news/commodities-news/gold-prices-pull-back-from-4month-highs-1065773,gold prices pull back from 4-month highs,0,0,1,0,1,0,negative,"['pull', 'month', 'highs', 'prices', 'gold prices']",gold prices pull back from 4-month highs pull month highs prices gold prices,-1,-0.037031516,0.056590132
06-01-2014,http://www.marketwatch.com/story/feb-gold-down-370-or-03-at-123490oz-2014-01-06,"feb. gold down $3.70, or 0.3%, at $1,234.90/oz",0,0,1,0,1,0,negative,"['70 234 90', '234', 'feb', 'oz', 'gold']","feb. gold down $3.70, or 0.3%, at $1,234.90/oz 70 234 90 234 feb oz gold",21,0.4610101,0.07801093
